Ragione Sociale;Tipo Organizzazione;Partita Iva O CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Descrizione O Brand;Sito;Forma Giuridica;Anno Costituzione;Settore;Attivita;Legale Cognome;Legale Nome;Legale Email;Legale Telefono;Data Convenzione;Scadenza Convenzione;Numero Protocollo
K2 GIORGETTI LOREDANA E ADELEE C SNC;AZIENDA;320960404;VIA PINZON 212;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541 330064;info@hotelk2.it;;;;;;;;;GIORGETI;LOREDANA;info@hotelk2.it;3381881109;;;
KAPPA VIAGGI DI MARAFIKI TRAVEL SAS;AZIENDA;00758294096;VIA MANZONI 30 A;ARCORE;20862;MB;ITALIA;396180462;alessandra@kappaviaggi.it;;;;;;;;;BRAMBILLA;ALESSANDRA;alessandra@kappaviaggi.it;396180462;;;
KASANOVA S.P.A.;AZIENDA;;;;;;ITALIA;;;;;;;;;Commercio;;;;;;;;
KEENONGREEN SRL;AZIENDA;10518100960;VIA G. TOSI, 4;MONZA;20900;MB;ITALIA;392021100;francesca@keenongreen.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;;;;Agenzia Viaggi;;BIASSONI;FRANCESCA;;3312055448;15-01-2019;14-01-2020;300/B4C
L'ERBORISTERIA DOTT. MARTINI E VITALI SNC;AZIENDA;02213510130;PIAZZA PRINETTI,17 MERATE;MERATE;23807;LC;ITALIA;0399902088;info@erboristeriamerate.it;;;;;;;;;MARTINI;DANIELA;info@erboristeriamerate.it;3384929871;11-07-2018;;3575/B1C
LA ALBERGHIERA ARCORESE SRL;AZIENDA;0983750969;VIA FERRUCCIO GILERA 1;ARCORE;20862;MB;ITALIA;0396013718;info@santeustorgio.com;;;;;;;;;MAURELLI;RAFFAELLA;martysanti@gmail.com;;;;
LA BERGAMINA - ERRATA;AZIENDA;9201790962;VIA BERGAMINA 64;ARCORE;20862;MB;ITALIA;396013610;hotelbergamina@gmail.com;;;;;;;;;MAIFRINI;MATTEO MARIA;;;;;
LA BIBLIOTECA È UNA BELLA STORIA - AMICI DELLA LETTURA E DELLE BIBLIOTECHE;ASSOCIAZIONE;94630930157;VIA R. GIULIANI 1.;MONZA;20900;MB;ITALIA;039.386984;bibliotecabellastoria@gmail.com;;;;;;;Promozione culturale;;CONTI;SERGIO;;;;;
LA LUMACA IN VALLE SOCIETA' SEMPLICE IMPRESA AGRICOLA;AZIENDA;09328670964;RIF. VIA DON LUIGI STURZO;CORREZZANA;20856;MB;ITALIA;347 3146798;erreci.arcore@gmail.com;01.49.90;Allevamento di altri animali nca;;;;;;;CACIOPPO;LAURA;;;;;
LA ROSA DEI VENTI SAS - BLU VACANZE;AZIENDA;5654560961;VIA FOSCOLO, 7;RONCELLO;20877;MB;ITALIA;039-6890027;agratebrianza@bluvacanze.it;;;;;;;Agenzia Viaggi;;SGUERSINI;SARAH;agratebrianza@bluvacanze.it;039-6890027;01-10-2021;30-09-2022;3371/u del 05/10/21
LABORIS SRL;AZIENDA;;VIA CARLO CATTANEO, 29;VIMECATE(MB);;;ITALIA;03664331375;;;;;;;;;;SCOTTI;GIUSEPPE;;;;;
LANGUAGE TEAM SRL;AZIENDA;12270650158;VIA FILZI,41;MILANO;20124;MILANO;ITALIA;02/69016287;info@languageteam.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;www.languageteam.it;;;Agenzia Viaggi;;CASALINI;ANTONIO;;;18-01-2019;18-01-2020;773/b4c
LANGUAGE TEAM SRL;AZIENDA;12270650158;VIA FILZI,41;MILANO;20124;MILANO;ITALIA;02/69016287;info@languageteam.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;www.languageteam.it;;;Agenzia Viaggi;;CASALINI;ANTONIO;;;18-01-2019;18-01-2020;773/b4c
LCA DI F. NATALI & C. SNC;AZIENDA;02351520966;VIA DEGLI ARTIGIANI 16;BRUGHERIO;20861;MB;ITALIA;039883922;elena.natali@lcanatali.com;32.99.20;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;;;;;Altre attività imprenditoriali;;NATALI;FABRIZIO;;;;;
LEGA TUMORI MILANO;AZIENDA;80107930150;VIA GIACOMO VENEZIAN 1;MILANO;20100;MI;ITALIA;0249521;carmen.odorifero@legatumori.mi.it;;;;;;;;;ALLOISIO;MARCO;Info@legatumori.mi.it;;11-01-2021;11-11-2022;4440/U del 22/11/21
LEONARDO HOTEL HERMITAGE SRL;AZIENDA;08523440967;VIA MESSINA, 10;MILANO;20100;MI;ITALIA;02 22175570;ran.dayan@leonardo-hotels.com;55.10.00;Alberghi;;www.leonardo-hotels.it/leonardo-hotel-milan-city-center;SRL;;Alberghi e ristoranti;ALBERGHI E STRUTTURE SIMILI;CARMON;RAPHAEL;;02 22175570;30-11-2017;29-11-2018;6643/b4c
LEONARDO HOTEL HERMITAGE SRL;AZIENDA;08523440967;VIA MESSINA, 10;MILANO;20100;MI;ITALIA;02 22175570;ran.dayan@leonardo-hotels.com;55.10.00;Alberghi;;www.leonardo-hotels.it/leonardo-hotel-milan-city-center;SRL;;Alberghi e ristoranti;ALBERGHI E STRUTTURE SIMILI;CARMON;RAPHAEL;;02 22175570;30-11-2017;29-11-2018;6643/b4c
LEROY MERLIN ITALIA S.R.L.;AZIENDA;05602710963;VIA NUOVA VALASSINA 57;LISSONE;20851;MB;ITALIA;0295545702;run.piacenza@leroymerlin.it;47.52.1;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;;www.leroymerlin.it;;;Commercio;;MIGLIERINA;MASSIMILIANO A.;;;13-06-2017;13-06-2018;2173/b4c
LEROY MERLIN ITALIA S.R.L.;AZIENDA;05602710963;VIA NUOVA VALASSINA 57;LISSONE;20851;MB;ITALIA;0295545702;run.piacenza@leroymerlin.it;47.52.1;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;;www.leroymerlin.it;;;Commercio;;MIGLIERINA;MASSIMILIANO A.;;;13-06-2017;13-06-2018;2173/b4c
LEROY MERLIN ITALIA S.R.L.;AZIENDA;05602710963;VIA NUOVA VALASSINA 57;LISSONE;20851;MB;ITALIA;0295545702;run.piacenza@leroymerlin.it;47.52.1;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;;www.leroymerlin.it;;;Commercio;;MIGLIERINA;MASSIMILIANO A.;;;13-06-2017;13-06-2018;2173/b4c
LEROY MERLIN ITALIA S.R.L.;AZIENDA;05602710963;VIA NUOVA VALASSINA 57;LISSONE;20851;MB;ITALIA;0295545702;run.piacenza@leroymerlin.it;47.52.1;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;;www.leroymerlin.it;;;Commercio;;MIGLIERINA;MASSIMILIANO A.;;;13-06-2017;13-06-2018;2173/b4c
LEROY MERLIN ITALIA S.R.L.;AZIENDA;05602710963;VIA NUOVA VALASSINA 57;LISSONE;20851;MB;ITALIA;0295545702;run.piacenza@leroymerlin.it;47.52.1;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;;www.leroymerlin.it;;;Commercio;;MIGLIERINA;MASSIMILIANO A.;;;13-06-2017;13-06-2018;2173/b4c
LICOR DEI SRL;AZIENDA;07932010965;VIA MONZA 107/32 GESSATE;GESSATE;20060;MI;ITALIA;0295383727;birra.licordei@gmail.com;11.05;Produzione di birra;;;;;;;PASTORE;GIANPIETRO;;;;;
LILLA' SAS;SCUOLA;03553850961;VIA MONVISO, 15;BRUGHERIO;20861;MB;ITALIA;039 5962257;asilonidoscarabocchio@virgilio.it;;;;;;;;;CICOGNANI;DANIELA;asilonidoscarabocchio@virgilio.it;039 5962257;09-06-2021;09-06-2022;2054/U
LITTLE GARDEN LANFRANCHI SNC;AZIENDA;07183020960;STRADA PROVINCIALE MILANO IMBERSAGO 10;CONCOREZZO;20863;MB;ITALIA;030 6040339;ivan.lanfranchi@hotmail.it;47.89.01;Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti;;www.littlegardenlanfranchi.it;SNC;;Agricoltura/silvicoltura;;LANFRANCHI;IVAN;;347 1114081;04-06-2021;05-06-2022;1985
LO STUDIAMONDO S.R.L.;AZIENDA;02333450969;PIAZZA ROMA, 10;Seregno;;;ITALIA;;info@lostudiamondo.it;79.11.00;Attività delle agenzie di viaggio;;;;;Agenzia Viaggi;;;;;;;;
LO STUDIO ELISA CERCHIARA;AZIENDA;0833067080961;VIA MONTE BIANCO,18 - MONZA;MONZA;20900;MB;ITALIA;;cerchiararita@gmail.com;;;;;;;Servizi avanzati alle imprese;;DOTT. RITA CERCHIARA;;;;;;
LODA SIMONE;AZIENDA;04587220965;VIA VAL DI SCALVE 27;ARCORE;20862;MB;ITALIA;3928286236;srlavorazioniferro@hotmail.it;25.99.3;Fabbricazione di oggetti in ferro, in rame ed altri metalli;;;;;;;LODA;SIMONE;srlavorazioniferro@hotmail.it;3928286236;22-03-2019;21-03-2020;2505/B4C
LOMBARDA MOTORI SPA;AZIENDA;00574580130;VIA TIEPOLO ANG. VIALE SICILIA;MONZA;20900;MB;ITALIA;0392815721;giorgio.barlassina@lombardamotori.it;45.11.01;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri;;;SPA;;;RIPARATORE MECCANICO;ZANNIER;ELSA;elsa.zannier@lombardamotori.it;039 28157211;31-01-2018;30-01-2019;523/b4c
LOMBARDIA CENTRO SERVIZI S.R.L.;AZIENDA;11985320156;VIA DOMENICO SCARLATTI 29;MILANO;20124;MI;ITALIA;3290440203;s.marenco@cafuil.mb.it;63111;Elaborazione dati;;;;;;;VITA;VINCENZO;;039394191;03-06-2021;03-06-2022;1964/U
LOMBARDIA CENTRO SERVIZI S.R.L.;AZIENDA;11985320156;VIA DOMENICO SCARLATTI 29;MILANO;20124;MI;ITALIA;3290440203;s.marenco@cafuil.mb.it;63111;Elaborazione dati;;;;;;;VITA;VINCENZO;;039394191;03-06-2021;03-06-2022;1964/U
LUISI LUCA IMPIANTI SRL;AZIENDA;10265510965;VIA BUONARROTI, 10;MONZA;20900;MB;ITALIA;3382944301;luisiluca@legalmail.it;;;;;;;Costruzioni;;LUISI;LUCA;luisiluca@libero.it;;;;
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
LUISS LIBERA UNIVERSITÀ INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI;UNIVERSITÀ;02508710585;VIALE POLA, 12;ROMA;00198;RM;ITALIA;06852251;sdibartolomeo@luiss.it;;;;www.luiss.it;;;Istruzione;;LO STORTO;GIOVANNI;;;06-12-2021;06-12-2022;475/U del 6-12-21
MADAMA SRL;AZIENDA;08749350966;VIA BENACO,1;MILANO;20100;MI;ITALIA;0236727370;info@madamahostel.com;;;;;;;Alberghi e ristoranti;;RIGHINI;VALENTINA;;;;;
MAGNANI SEMENTI SRL;AZIENDA;00885810960;VIA LECCO 58;VIMERCATE;20871;MB;ITALIA;039669644;info@magnanisementi.com;01.13;Coltivazione di ortaggi e meloni, radici e tuberi;;;;;Agricoltura/silvicoltura;;MAGNANI;GIANPAOLO;;;20-04-2018;19-04-2019;2219/b4c
MALACRIDA AVC  S.R.L.;AZIENDA;7377130963;VIA S. BOTTICELLI N°43-20900 MONZA (MB);MONZA;20900;MB;ITALIA;;;42.11.00;;;;;;Costruzioni;;MALACRIDA;ERICA;;039/837636;;;
MANIACI DEI VIAGGI;AZIENDA;07124880969;VIA CONFALONIERI, 78;VILLASANTA;20852;MB;ITALIA;039 2054112;maniacideiviaggi@gmail.com;79.11;Attività delle agenzie di viaggio;;;;;Agenzia Viaggi;;CHINELLO;ALESSIA;;;11-06-2021;10-06-2022;2096
MAPELLI TEST;SCUOLA;0000000000555555;Via Parmenide 18 - Monza;;;;;;mapelli.alternanza@mapelli-monza.gov.it;;;;;;;;;;;;;;;
MAPELLI TEST 4;AZIENDA;22222555444888;concorezzo;;;;;;eziomirenzi@tiscali.it;;;;;;;;;;;;;;;
MARCO ALFREDO RAVIZZA;LIBERO PROFESSIONISTA;12275720154;CORSO 22 MARZO 4;MILANO;20100;MI;ITALIA;0255017937-57;studio.marcoravizza@gmail.com;69.20.12;Servizi forniti da ragionieri e periti commerciali;Consulenza fiscale e contabile;;;;;;RAVIZZA;MARCO ALFREDO;studio.marcoravizza@gmail.com;0255017937-57;09-05-2017;08-05-2018;2036/b4c
MAREA CONSULTING S.R.L.;AZIENDA;04630800961;VIA VENETO, 44;CUSANO MILANINO;20095;MI;ITALIA;026133018;elena.mariani@mareaconsulting.it;;;;;;;Servizi avanzati alle imprese;;ESPOSITO;PAOLO;elena.mariani@mareaconsulting.it;;;;
MASSIMO MAGGIULLI;AZIENDA;02492570961;VIA AROSIO 1;MONZA;20900;MB;ITALIA;039369549;ag0351@saraagenzie.it;66.22.03;Sub-agenti di assicurazioni;;;;;;;MAGGIULLI;MASSIMO;ag0351@saraagenzie.it;039369549;25-03-2019;24-03-2020;1977/B4C
MAXIM INTEGRATED PRODUCTS UK;AZIENDA;02639670963;STRADA 7, PALAZZO T2;ROZZANO;20089;MI;ITALIA;0200649005;annalisa.tettamanti@maximintegrated.com;71.12.1;Attività degli studi di ingegneria;;;;;;;HERNANDEZ RUIZ;PILAR RUTH;;;;;
MBNEWS;AZIENDA;06408460969;VIA FERDINANDO MAGELLANO, 21RCORE;MONZA;20900;MB;ITALIA;039-361411;s.sala@mbnews.it;58.19.00;Altre attività editoriali;;;;;Fabbricazione carta/stampa/editoria;;SPEZIALI;MATTEO;;;;;
ME.PA.ASSICURAZIONI SAS;LIBERO PROFESSIONISTA;4640580967;CORSO MILANO 23;MONZA;20900;MB;ITALIA;0392301818;epattini@mepamonza.it;66.22.02;Agenti di assicurazioni;;;;;Altre attività imprenditoriali;;PATTINI;SERGIO;epattini@mepamonza.it;0392301818;08-01-2019;07-01-2020;84/B.4.C.
MEARES SRL;AZIENDA;05629750968;VIA I MAGGIO 97;CONCOREZZO;20863;MB;ITALIA;039/2024009;Valentina@meares.it;;;;;;;;;TENANI;MARCO;;;;;
MEDIA SYSTEM LAB SRL;AZIENDA;02774510966;VIA VISCONTI DI MODRONE 31;MACHERIO;20846;MB;ITALIA;0392323148;info@m-s.it;33.13.09;Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer);;;;;;;MARIANI;FRANCO;;;13-07-2018;;3601/B1C
MEGADYNE SPA UNIPERSONALE;AZIENDA;00477710016;VIA TRIESTE, 16;MATHI;10075;TO;ITALIA;011/5505055;valentina.venturi@ammega.com;22.19.09;Fabbricazione di altri prodotti in gomma nca;;;;;;;BERTERO;LUCA;;;04-06-2021;04-06-2022;1980
MEREGALLI GIUSEPPE SRL;AZIENDA;00845920966;VIA AZIONE VISCONTI 43;MONZA;20900;MB;ITALIA;0392301980;matteo.sacchi@meregalli.it;46.34.10;;;;;;;;MEREGALLI;MARCELLO;;;08-06-2021;08-06-2022;2044/U
MGA RENT SRLS;AZIENDA;10476800965;VIA PRIVATA DELLE BETULLE 48;MELZO;20066;MI;ITALIA;0392181852;info@mgarent.com;45.11.02;Intermediari del commercio di autovetture e di autoveicoli leggeri (incluse le agenzie di compravendita);;;;;;;GALBIATI;MASSIMO;;;04-06-2021;04-06-2022;1984
MIRAMARE - VILLAGE APARTMENTS CAMPING;AZIENDA;01817820499;IA DEL LITTORALE, 220;LIVORNO;57100;LI;ITALIA;0586 580402; info@miramare.me;;;;;;;;;;;;;;;
MITHOS VIAGGI;AZIENDA;03581820127;VIA IV NOVEMBRE 32;VEDANO AL LAMBRO;20854;MB;ITALIA;0399418190;info@pirotravel.com;;;;;;;Agenzia Viaggi;;PAGANI;ALESSANDRA;;;;;
MOLINO ANSELMO COLOMBO SRL;AZIENDA;00208310136;VIA EDISON  34;PADERNO D'ADDA;23877;LC;ITALIA;039 9515129;contabilitaclienti@molinocolombo.it;10.61.10;Molitura del frumento;;;;;Agricoltura/silvicoltura;;OTTOLINA;ANDREA;;;;;
MONGUZZI TRASPORTI;AZIENDA;00828740969; VIA DEI MESTIERI, 7, 20863 CONCOREZZO MB;MONZA;20900;MB;ITALIA;039.6042248;stefano@monguzzitrasporti.it;;;;;;;Trasporti e attività postali;;STEFANO;MONGUZZI;;;;;
MONZA TRAVEL;AZIENDA;0910880965;VIA XX SETTEMBRE 2;MONZA;20900;MB;ITALIA;039 9639748;monza travels@gmail.com;79.11;Attività delle agenzie di viaggio;;;;;Agenzia Viaggi;;SHUJAT;MUHAMMAD;monzatravels@gmail.com;;13-01-2018;12-01-2019;152/b1c
MOVIMENTO AFRICA 70;AZIENDA;80150050153;VIA MISSORI, 14;MONZA;20900;MB;ITALIA;039 2308465;africa70@africa70.org  ;;;;;;;;;ZUPPIROLI;MARIO;mariozuppiroli@yahoo.it;;23-01-2018;22-01-2019;395/B4C
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MULTIMEDICA S.P.A.;AZIENDA;06781690968;VIA G. FANTOLI, 16/15;MILANO;20138;MI;ITALIA;02/24209069;paula.pierdona@multimedica.it  ;86.10.20;Ospedali e case di cura specialistici;;;;;Sanità e altri servizi sociali;OSPEDALE;CALCINATI;CESARE;;0224209069;;;
MUSEO ARCHEOLOGICO NOVA APULIA SOC. CONS.ARL.;MUSEO;4596360752;VIA CAVOUR N. 10;TARANTO;74100;TA;ITALIA;;elisamati@alice.it;;;;;;;;;MORCIANO;TOMMASO;;;09-01-2018;08-01-2019;1443/b4c
MUSEO NAZIONALE DELLA SCIENZA E DELLA TECNOLOGIA LEONARDO DA VINCI;ENTE PUBBLICO;0000008597750150;VIA SAN VITTORE, 21;MILANO;20100;MI;ITALIA;02 48 555 480;pistocchi@museoscienza.it;;;;;FONDAZIONE;;;;GALLI;FIORENZO;personale@museoscienza.it;02-48555365;;;
NASTRIFICIO ALBERT BONATI SRL;AZIENDA;00801710963;VIA MONTE ROSA, 16;CONCOREZZO;20863;MB;ITALIA;0396041617;francesca@albertbonati.com;;;;;;;Altre industrie manifatturiere;;BONATI;PIERANGELO;;;21-05-2018;20-05-2019;2674/b4c
NASTRIFICIO DE BERNARDI SRL;AZIENDA;00691830962;VIA MONTE GRAPPA N. 83/85;CONCOREZZO;20863;MB;ITALIA;039648651;federica@nastrificiodebernardi.com;;;;;;;Industrie tessili e dell'abbigliamento;;DE BERNARDI;FEDERICA;federica@nastrificiodebernardi.com;039648651;04-06-2021;04-06-2022;1981
NATUR& ONLUS;ASSOCIAZIONE;91048180151;;;;;ITALIA;;;;;;;;;Altri servizi pubblici, sociali e personali;;;;;;;;
NEGRI BOSSI SPA;AZIENDA;00689460962;VIALE EUROPA, 64;COLOGNO MONZESE;20093;MI;ITALIA;02273481;slento@negribossi.it;;;;https://www.negribossi.com/it/locale-italia-contattaci/;SPA;;Elettronico/Automazione;;CODEGA;VALERIO;;;13-06-2018;12-06-2019;3246/b4c
NEW CRAZY COLORS SRL;AZIENDA;02940530963;VIA ASPROMONTE 45;MONZA;20900;MB;ITALIA;0392028367;info@newcrazycolors.it;90.02.09;;;www.crazycolors.it;;;Altre industrie manifatturiere;;IANNACONE;ROBERTO;;;10-05-2019;09-05-2020;3046/b4c
NEW OFFICE S.N.C. DI LOCATELLI E SUDATI;AZIENDA;;VIA ROMA,24;VIMODRONE;20090;MI;ITALIA;0227400084;robys@newced.it;;;;;;;Servizi avanzati alle imprese;;LOCATELLI;LORENA;;;;;
NONSOLOVIAGGI BRIANZA SRL;AZIENDA;03015070968;VIA FRISI,2;MONZA;20900;MB;ITALIA;0392326467;TCIMONZA@TCIMONZA.IT;79.11;Attività delle agenzie di viaggio;;;;;Agenzia Viaggi;;SIMEONE;ANGELA;;0392326467;14-12-2018;14-12-2019;7030/b4c
