Ragione sociale;Partita iva o CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Forma giuridica;Legale Cognome;Legale Nome;Referente;Referente Email;Data convenzione;Scadenza convenzione
RECO.SERVICE SAS DI OGGIONI ROBERTA & C;02610040962;Via A Manzoni 31;;;;;0392873107;info@reco.mi.it;;;;;;PIROLA MASSIMO;;;
RESIDENCE LA.TI. DI SAVINI SERGIO ED ELISA;04298940406;;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541-349422;INFO@RESIDENCESUITE.IT;55.10;Alberghi e strutture simili;;SAVINI;ELISA;;;;
RESIDENCE MARE PINETA SOC. VACANZE;2548600408;VIA SPALLAZZI 50 CASALBORSETTI;RAVENNA;48100;RA;ITALIA;335 5254711;info@marepineta.it;;;;GIAMPRETI;ROBERTO;;;;
RIALTO SPA;05849840151;VIA CLERICO 342;BRESSO;20091;MI;ITALIA;0226241411;EBELLANI@ILGIGANTE.NET;;;;PANIZZA;GIANCARLO;;;15-06-2021;15-06-2022
RIALTO SRL - IBIS STYLES MILANO AGRATE BRIANZA;02873290965;VIA CARDANO 2;AGRATE BRIANZA;20864;MB;ITALIA;03968371;h8301-FO@accor.com;;;;GIRELLI;ROBERTO;;;21-11-2017;20-11-2018
RIFRA NASTRI SRL;00878680966;VIA I MAGGIO, 98;CONCOREZZO;20863;MB;ITALIA;;;;;;RIVA;ROBERTO;;;08-05-2018;07-05-2019
RIGAMONTI MARIA TERESA;01936600137;VIA PIAVE, 6;VIGANO';23897;LC;ITALIA;039 9211018;info@teresadellefragole.it;55.20.52;Attività di alloggio connesse alle aziende agricole;;RIGAMONTI;MARIA TERESA;;;14-05-2018;13-05-2019
RIL FACTORY ETS;97901680153;VIA GARIGLIANO 5;MILANO;20159;MI;ITALIA;3475297146;rilfactory@gmail.com;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;PALMIERO;CARLO PAOLO;;;15-10-2021;15-10-2022
RIMA SRL;00831460969;VIA BELLINI 13A;CUSANO MILANINO;20095;MI;ITALIA;026196192;;;;;AMBROSIO;PAOLA;;;15-06-2021;15-06-2022
RITECO SNC DI GARZARO DOMENICO & C;00738350966;VIA GIUSEPPE PARINI, 9;ARCORE;20862;MB;ITALIA;3386344597;riteco@libero.it;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione;;GARZARO;DOMENICO;;;04-04-2018;03-04-2019
RIVAL SRL LAVORAZ.MECC;02754040968;VIA DEL LAVORO 9;CARUGATE;20061;MI;ITALIA;029253895;paolariva@rivalgroup.com;25.62.00;Lavori di meccanica generale;SRL;RIVA;STEFANO;;;30-05-2018;29-05-2019
RIVOLTA  ARIANNA -UNITARGET IMMOBILIARE;05249630962;VIA  MONZA 42;LISSONE;20851;MB;ITALIA;0392910294;unitargetimmobiliare@gmail.com;683100;ATTIVITA' DI MEDIAZIONE IMMOBILIARE;IMPRESA INDIVIDUALE;RIVOLTA;ARIANNA;;;01-10-2018;
RMBM SRLS;11221300012;VIA G.D. CASSINI, 21;TORINO;10129;TO;ITALIA;02324141;rmbmsrls@gmail.com;55.10;Alberghi e strutture simili;SRLS;METRANGOLO;ROBERTO;;;08-01-2019;07-01-2020
RMBM SRLS;11221300012;VIA G.D. CASSINI, 21;TORINO;10129;TO;ITALIA;02324141;rmbmsrls@gmail.com;55.10;Alberghi e strutture simili;SRLS;METRANGOLO;ROBERTO;;;08-01-2019;07-01-2020
ROCHE SPA;00747170157;VIALE G.B. STUCCHI, 110;MONZA;20900;MB;ITALIA;039 2474188;valentina.orlandi@roche.com;21.10.00;Fabbricazione di prodotti farmaceutici di base;;DE CECCO;MAURIZIO;;;03-07-2019;02-07-2020
ROLLA LUIGI;00511660961;C.NA GALEAZZA, 5;CARUGATE;20061;MI;ITALIA;02 9254098;steli.rolla@tiscali.it;01.41.00;Allevamento di bovini e bufale da latte, produzione di latte crudo;;ROLLA;LUIGI;;;02-05-2022;02-05-2023
RONCHI MARIO SPA;11971870156;VIA ITALIA, 43;GESSATE;20060;MI;ITALIA;0295088205;Forlani.F@ronchi.it;28.29.30;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori);;RONCHI;GIANMARIO;;;30-05-2018;29-05-2019
RONIN MONZA S.S.D. A.R.L.;08643400966;VIA SAVONAROLA 19;MONZA;20900;MB;ITALIA;039/2022858;RONINMONZA@GMAIL.COM;93.19.10;Enti e organizzazioni sportive, promozione di eventi sportivi;;CONTENTO;FABIO;CONTENTO FABIO;RONINMONZA@GMAIL.COM;07-09-2021;07-09-2022
S.A.T.E.F. SNC;00768050965;VIA ENRICO AROSIO 10;MONZA;20900;MB;ITALIA;039388676;giuseppe.moriondo@satef.net;71.12.40;;;MORIONDO;GIUSEPPE;;;21-05-2021;21-05-2022
S.L.A.M.P. SRL;00721780963;VIA BELVEDERE 9;ARCORE;20862;MB;ITALIA;0396012598;andrea.remonti@slampsrl.com;22.29.09;Fabbricazione di altri articoli in materie plastiche nca;;REMONTI;ANDREA;RIZZO MONICA;monica.rizzo@slampsrl.com;10-06-2021;10-06-2022
SABI SRL - INVERIGO HOTEL;02546570132;;AROSIO;22060;CO;ITALIA;031696233;info@inverigohotel.it;55.1;ALBERGHI E STRUTTURE SIMILI;;DE LORENZO;GIUSEPPE;;;08-06-2018;07-06-2019
SAIVER SRL;00690860960;VIA MICHELINO DA BESOZZO 16;MONZA;20900;MB;ITALIA;;fiorella.goretti@saiver.com;28.25;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;;SAITA;MARCO;;fiorella.goretti@saiver.com;;
SALUMIFICIO BARELLI SRL;03429860137;VIA MATTEOTTI 1/A;PADERNO D'ADDA;23877;LC;ITALIA;039510416;salumificiobarelli@gmail.com;10.13;Produzione di prodotti a base di carne (inclusa la carne di volatili);;BARELLI;EROS;;;22-05-2018;21-05-2019
SAPIO PRODUZIONE IDROGENO OSSIGENO SRL;10803700151;VIA SILVIO PELLICO 40;MONZA;20900;MB;ITALIA;03983981;risorseumane@sapio.it;20.11.00;Fabbricazione di gas industriali;;RAISE;CARLO;;;02-05-2018;01-05-2019
SARIMARI CRIVELLI GREPPI;02576800219;VIA MAPELLI,13;MONZA;20900;MB;ITALIA;0392301150;fiscale@studiosarimari.it;;;;SARIMARI;CLAUDIO;;;;
SCAM VIAGGI SRL;00692210968;VIA PAVONI 1;MONZA;20900;MB;ITALIA;39839031;patriziac@scamviaggi.it;;;;VILLA;GUIDO;;;;
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHINDLER SPA;00842990152;VIA CERNUSCHI,1;MILANO;20100;MI;ITALIA;;;;;SOCIETÀ PER AZIONI;FUMAGALLI;ANGELO;;;19-03-2018;18-03-2019
SCHOONER VIAGGI SRL;001192150132;VIA MANZONI 7;CASATENOVO;23880;LC;ITALIA;0392302007;v.besana@schoonerviaggi.it;;;;VISMARA;FRANCO;;;29-09-2018;28-09-2019
SCOCCIMARRO SRL;67890123456;VIA SOLONE, 11;MILANO;20100;MI;ITALIA;0226000363;studio@scoccimarrosalvatore.it;;;;SCOCCIMARRO;SALVATORE;;;;
SCODINZOLIAMO DI BLASI SILVIA;07260360966;FRAZ. ORENO VIA PIAVE 9;VIMERCATE;20871;MB;ITALIA;0396081872 - 3484813430;scodinzoliamo@live.it;96.09.04;Servizi di cura degli animali da compagnia (esclusi i servizi veterinari);;BLASI;SILVIA;;;10-06-2018;09-06-2019
SCUDERIA IL SANTUARIO;03152680967;VIA RONCELLO 15;ORNAGO;20876;MB;ITALIA;3392281185;magni.lorenzo3@gmail.com;;;;MAGNI;LORENZO;;;;
SCUOLA MATERNA MARIA IMMACOLATA;00985850965;;;;;ITALIA;;materna.tregasio@virgilio.it;;;;;;;;;
SERVIA SRL;09677240153;VIA MEDARDO ROSSO 18;MILANO;20100;MI;ITALIA;; apa@confartigianato.it;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;;BARZAGHI;GIOVANNI;;;;
SERVIA SRL;09677240153;VIA MEDARDO ROSSO 18;MILANO;20100;MI;ITALIA;; apa@confartigianato.it;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;;BARZAGHI;GIOVANNI;;;;
SEVEN STARS GALLERIA ITALIA SRL;08037360966;VIA SILVIO PELLICO 8;MILANO;20121;MI;ITALIA;0289058297;t.sasso@townhousegalleria.com;55.10.00;Alberghi;SRL;ROSSO;GIANCARLO;;;28-11-2017;27-11-2018
SGA SRL;08517630961;VIALE MARELLI 303;SESTO SAN GIOVANNI;20099;MI;ITALIA;02 22 47 11 52;mi.sesto@hotelbb.com;81.1;;;CARDANI;STEFANO;;;;
SGARIBOLDI SOCIETA' AGRICOLA;06114510966;CASCINA TORRE;ZIBIDO SAN GIACOMO;20080;MI;ITALIA;;michela.sgariboldi@hotmail.it;;;;SGARIBOLDI;MICHELA;;;;
SGARIBOLDI SOCIETA' AGRICOLA;06114510966;CASCINA TORRE;ZIBIDO SAN GIACOMO;20080;MI;ITALIA;;michela.sgariboldi@hotmail.it;;;;SGARIBOLDI;MICHELA;;;;
SICHEM SRL;09811080960;VIA VESPUCCI N. 58/62;CONCOREZZO;20863;MB;ITALIA;039/6886082;elena@sichem.it;46.44.3;Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia;;MARCHESIN;OSVALDO;;;;
SIDE SPA;00827650961;VIA C. CATTANEO, 90;LISSONE;20851;MB;ITALIA;+39.039.2449001;;;;;CASTELLARO;SILVIA;;;;
SIRCHI SRL;01043160074;CORSO MAGENTA,32;MILANO;20123;MI;ITALIA;031.725200;amministrazione@sirchi.it;38.11;Raccolta di rifiuti non pericolosi;;ANDREOSSI;ELENA;;;08-01-2019;07-01-2020
SIREG GEOTECH SRL;09263030968;VIA DEL BRUNO 12 ARCORE;ARCORE;20862;MB;ITALIA;039 627021;c.ferrario@sireg.it;;;;BLANC;SONIA;;;08-01-2018;08-01-2019
SIS.MA STUDIO SAS DI LUCIANO GIACOMELLO & C.;02534680968;VIA GIOVANNI VERGA 2;MONZA;20900;MB;ITALIA;0392847994;rita.bucchi@sismastudio.it;63.11.11;Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf);;GIACOMELLO;LUCIANO;;;11-05-2022;11-05-2023
SMAL S.A.S. DI BUCCIARELLI L. & C.;05069280963;VIA CESARE BATTISTI 31;COLOGNO MONZESE;20093;MI;ITALIA;0236514116;laura@blunoaviaggi.it;;;;BUCCIARELLI;LAURA;;;29-09-2018;28-09-2019
SMART MARKETING SOLUTIONS S.R.L. A SOCIO UNICO;09222850969;VIA SIBILLA ALERAMO 13;CINISELLO BALSAMO;20092;MI;ITALIA;02 66093267;amministrazione.sms@sms-srl.com;73.11.02;Conduzione di campagne di marketing e altri servizi pubblicitari;;CARUSO;MARIA ROSARIA;;;28-05-2018;27-05-2019
SMC ITALIA S.P.A.;00761490960;VIA GARIBALDI, 62;CARUGATE;20061;MI;ITALIA;029271;ufficiopersonale@smcitalia.it;46.90.00;Commercio all'ingrosso non specializzato;;CAVAGNA;ROSANNA;;;28-01-2019;27-01-2020
SMITH & NEPHEW SRL;00953780962;VIA DE CAPITANI 2A;AGRATE CONTURBIA;28064;NO;ITALIA;335282995;manuela.ippolito@smith-nephew.com;46.46.30;Commercio all'ingrosso di articoli medicali ed ortopedici;;MARCHESE;STEFANO;;;09-05-2022;09-05-2023
SOC. AG. CLOROFILLA S.S.;07189800969;VIA MANZONI 60;CAMBIAGO;20040;MI;ITALIA;3346662427;clorofillagarden@gmail.com;01.19;Floricoltura e coltivazione di altre colture non permanenti;;MINESSO;CRISTIAN;;;28-02-2018;27-02-2019
SOCIETÀ AGRICOLA BAGAGGERA S.R.L;02157140134;VIA BAGAGGERA 25;LA VALLETTA BRIANZA;23888;LC;ITALIA;3336139142;ordini@bagaggera.eu;01.50;Coltivazioni agricole associate all'allevamento di animali: attività mista;;GALIMBERTI;GIUSEPPE;;;24-01-2019;24-01-2020
SOCIETÀ ITALIANA DI ARBORICOLTURA ONLUS;03496360961;VIALE CAVRIGA,3;MONZA;20900;MB;ITALIA;039/325928; segreteria@isaitalia.org;;;;PELLEGATTA;ANDREA;;;;
SOCIETA'  AGRICOLA BRIVIO F.LLI S.S;01893510139;VIA SAN FRANCESCO N°26;MISSAGLIA;23873;LC;ITALIA;;info@agricolabrivio.it;;;;BRIVIO;PAOLO;;;27-11-2018;27-11-2019
SOCIETA' AGRICOLA BONANOMI LUCIANO SAS;03160070136;VIA GARIBALDI 5;ROBBIATE;23899;LC;ITALIA;3478480766 039513566;Bonanomi.luciano@tiscali.it;;;;BONANOMI;LUCA;;;;
SOCIETA' AGRICOLA BONANOMI LUCIANO SAS;03160070136;VIA GARIBALDI 5;ROBBIATE;23899;LC;ITALIA;3478480766 039513566;Bonanomi.luciano@tiscali.it;;;;BONANOMI;LUCA;;;;
SOCIETA' AGRICOLA COLOSIO GIUSEPPE E SERGIO;00825320963;MULINO SAN GIORGIO;MONZA;20900;MB;ITALIA;039302480;aziendacolosio@yahoo.it;01.50.00;Coltivazioni agricole associate all'allevamento di animali: attività mista;;COLOSIO;GIUSEPPE;;aziendacolosio@yahoo.it;04-06-2021;05-06-2022
SOCIETA' AGRICOLA COLOSIO GIUSEPPE E SERGIO;00825320963;MULINO SAN GIORGIO;MONZA;20900;MB;ITALIA;039302480;aziendacolosio@yahoo.it;01.50.00;Coltivazioni agricole associate all'allevamento di animali: attività mista;;COLOSIO;GIUSEPPE;;aziendacolosio@yahoo.it;04-06-2021;05-06-2022
SOCIETA' AGRICOLA IL PUNTO VERDE S.S.;02297780138;CASCINA GIOVINEZZA;CREMELLA;23894;LC;ITALIA;335 6206028;ILPUNTOVERDESS@GMAIL.COM;01.19.10;Coltivazione di fiori in piena aria;;VIGANO';LUCA;VIGANÒ LUCA;ilpuntoverdess@gmail.com;02-05-2022;02-05-2023
SOCIETA' AGRICOLA POGGI DI MAREMMA S.R.L.;01608430532;VIA AURELIA NORD;GROSSETO;58100;GR;ITALIA;;mmantovani@lemansrl.it;;;;FERRAZZI;GIORGIO CARLO;;;08-06-2018;07-06-2019
SOCIETA' AGRICOLA STILE VERDE SAS DI PIRONI MASSIMO;03266910961;VIA DANTE 101 20864 AGRATE BRIANZA;AGRATE BRIANZA;20864;MB;ITALIA;3356811743;stileverde@libero.it;01.19.1;Coltivazione di fiori in piena aria;;PIRONI;MASSIMO;MASSIMO PIRONI;;;
SOCIETA' AGRICOLA STILE VERDE SAS DI PIRONI MASSIMO;03266910961;VIA DANTE 101 20864 AGRATE BRIANZA;AGRATE BRIANZA;20864;MB;ITALIA;3356811743;stileverde@libero.it;01.19.1;Coltivazione di fiori in piena aria;;PIRONI;MASSIMO;MASSIMO PIRONI;;;
SOCIETA' AGRICOLA STUCCHI LUCA E MARCO S.S.;09019480962;VIA DEI CAMPI N°4;PESSANO CON BORNAGO;20060;MI;ITALIA;33554731437   3318175756;luca81mi@alice.it;01.50.00;Coltivazioni agricole associate all'allevamento di animali: attività mista;;STUCCHI;LUCA;;;12-12-2018;12-12-2019
SOCIETA' SPORTIVA MONZA 1912 P.S.A.;09141370966;VIA RAGAZZI DEL NOVANTANOVE, 14;MONZA;20900;MB;ITALIA;039-836664;settoregiovanile@monza1912.it;93.19.99;Altre attività sportive nca;;GALLIANI;ADRIANO;;;10-01-2019;09-01-2020
SOCIETA’ AGRICOLA RATTI S.S. DI PIETRO RATTI;02481510044;FRAZIONE ANNUNZIATA 7;LA MORRA;12064;CN;ITALIA;0173-50185;info@renatoratti.com;01.21;Coltivazione di uva;;RATTI;PIETRO;;;06-06-2018;05-06-2019
SOFTEAM S.R.L;00923660963;VIA DON GNOCCHI,1 - MACHERIO;MACHERIO;20846;MB;ITALIA;039-207891;federico@softeamitalia.com;;;;FEDERICO;MARCO;;;;
SOFTEAM S.R.L;00923660963;VIA DON GNOCCHI,1 - MACHERIO;MACHERIO;20846;MB;ITALIA;039-207891;federico@softeamitalia.com;;;;FEDERICO;MARCO;;;;
SOL SPA;00771260965;VIA BORGAZZI,27 - MONZA;MONZA;20900;MB;ITALIA;039-23966215;a.riva@sol.it;;;;ROBERTO MARIOTTI;;;;;
SOLEA  SRL;00875310963;VIA SANTO STEFANO,25;VEDANO AL LAMBRO;20854;MB;ITALIA;039 492195;info@soleasrl.net;;;;ZAPPA;OLIVIERO;;;11-01-2018;11-01-2019
SOPHORA GIARDINI SNC DI SIMONE SALA E SOCI;07297090966;VIA GALILEO GALILEI 15;CORREZZANA;20856;MB;ITALIA;3409489352;SOPHORAGIARDINI@GMAIL.COM;81.3;;;SALA;MASSIMO;SALA SIMONE;SOPHORAGIARDINI@GMAIL.COM;;
SPAZIO DEDICATO SRL;09783660963;VIA IV NOVEMBRE, 30;AGRATE BRIANZA;20864;MB;ITALIA;0396210049;paola@spaziodedicato.com;47.59.1;Commercio al dettaglio di mobili per la casa;;PORTA;GLORIA;;;28-05-2018;27-06-2019
SPAZIO GIOVANI ONLUS;02366640965;VIA F.CAVALLOTTI 11;MONZA;20900;MB;ITALIA;039 2301133;cooperativa@spaziogiovani.it;88.99.00;Altre attività di assistenza sociale non residenziale nca;SOCIETÀ COOPERATIVA SOCIALE;FOSSATI;LUCIO;;;05-06-2021;05-06-2022
SPAZIO GIOVANI ONLUS;02366640965;VIA F.CAVALLOTTI 11;MONZA;20900;MB;ITALIA;039 2301133;cooperativa@spaziogiovani.it;88.99.00;Altre attività di assistenza sociale non residenziale nca;SOCIETÀ COOPERATIVA SOCIALE;FOSSATI;LUCIO;;;05-06-2021;05-06-2022
SPAZIO GIOVANI ONLUS;02366640965;VIA F.CAVALLOTTI 11;MONZA;20900;MB;ITALIA;039 2301133;cooperativa@spaziogiovani.it;88.99.00;Altre attività di assistenza sociale non residenziale nca;SOCIETÀ COOPERATIVA SOCIALE;FOSSATI;LUCIO;;;05-06-2021;05-06-2022
SPAZIO GIOVANI ONLUS;02366640965;VIA F.CAVALLOTTI 11;MONZA;20900;MB;ITALIA;039 2301133;cooperativa@spaziogiovani.it;88.99.00;Altre attività di assistenza sociale non residenziale nca;SOCIETÀ COOPERATIVA SOCIALE;FOSSATI;LUCIO;;;05-06-2021;05-06-2022
SPEKTRA S.R.L.;04707190965;VIA PELLIZZARI, 23/A 20871 VIMERCATE;VIMERCATE;20871;MB;ITALIA;039 62505454;paola.saladanna@spektra.it;46.69.92;Commercio all'ingrosso di strumenti e attrezzature di misurazione per uso non scientifico;SOCIETÀ A RESPONSBILITÀ LIMITATA;COMBI;MASSIMO;PAOLA SALA DANNA;;11-01-2017;11-01-2019
SPINELLI GIANLUCA & RIGATO DANIELE SNC;04888040963;PIAZZA SANDRO PERTINI 5;ARCORE;20862;MB;ITALIA;0396013127;agenzia.arcore.it@generali.com;;;;RIGATO;DANIELE;RIGATO;danielemarcello.rigato.agenti.it@generali.com;08-03-2021;07-03-2022
SPORT MANAGEMENT  SPA;00976890236;VIA SETTEMBRINI, 5;VERONA;37123;VR;ITALIA;0445381866;piscinethiene@sportmanagement.it;93.11.20;Gestione di piscine;;TOSI;SERGIO;;;26-09-2018;
SSD CENTRO IPPICO IL TORRIONE S.R.L.;01778180065;STRADA PROV.LE PER CASTELNUOVO SCRIVIA 5;TORTONA;15057;ALESSANDRIA;ITALIA;3402462498;INFOTORRIONE@GMAIL.COM;;;;RANGONE;CAMILLO;;;22-02-2021;26-02-2021
SSD ENJOY SRL;06586790963;VIA LEONARDO DA VINCI 110/A;MILANO;20100;MI;ITALIA;029241256;veronica.gatta@enjoysport.eu;;;SOCIETÀ A RESPONSABILITÀ LIMITATA;GERLI;MATTEO;;;24-06-2021;24-06-2022
SSD VIODUEMAX SRL;04831800968;VIA GOGOL SNC;SAN GIULIANO MILANESE;20098;MI;ITALIA;02 98490530;info@624palestre.it;93.13;Palestre;;CLARA;MASSIMO;;;31-01-2019;31-01-2020
ST MICROELECTRONICS SRL;00951900968;VIA C. OLIVETTI 2;AGRATE BRIANZA;20864;MB;ITALIA;0396036838;ornella.tavilla@st.com, valeria.riva@st.com;26.1101;;;COLOMBO;LUCIO;;;15-01-2019;14-01-2020
ST MICROELECTRONICS SRL;00951900968;VIA C. OLIVETTI 2;AGRATE BRIANZA;20864;MB;ITALIA;0396036838;ornella.tavilla@st.com, valeria.riva@st.com;26.1101;;;COLOMBO;LUCIO;;;15-01-2019;14-01-2020
STAR INDUSTRIALE SRL;08726670964;VIA MATTEOTTI 142;AGRATE BRIANZA;20864;MB;ITALIA;03968381;gfelisetti@thegbfoods.com;10.89;Produzione di prodotti alimentari nca;;MONTSERRAT;ESTER;;;23-05-2018;22-05-2019
STARROCK S.R.L.;08332560963;VIALE SABOTINO 22;MILANO;20100;MI;ITALIA;02 49523735;speak@redooc.com;;;S.R.L.;BURBERI;CHIARA DAMIANA MARIA;;;17-01-2019;17-01-2019
STARSOLUTIONS SRL;02951170139;VIA OSLAVIA,24;MONZA;20900;MB;ITALIA;039 89 51 300;info@starsolutions.it;;;;;;;;;
STARTUPCONSULTING;6112100968;VIA REPUBBLICA,7 CONCOREZZO;CONCOREZZO;20863;MB;ITALIA;0396041560;c.acelti@startupadm.it;;;;ACELTI;CLORINDA;;;10-01-2018;10-01-2019
STUDIO ADDA;02961070964;VIA ITALIA,32;MUGGIO';20053;MI;ITALIA;039/2780842;franca@studioadda.it;;;;TASSINARI;RICCARDO;;;;
STUDIO ADDA;02961070964;VIA ITALIA,32;MUGGIO';20053;MI;ITALIA;039/2780842;franca@studioadda.it;;;;TASSINARI;RICCARDO;;;;
STUDIO AMORETTI;02451680967;VIA CAPPUCCINA 32;LISSONE;20851;MB;ITALIA;039.2450066;info@studioamoretti.com;;;;AMORETTI;FABRIZIO;;;;
STUDIO ANDREONI;;VIA CADORNA LUIGI  VIMERCATE;MONZA;20900;MB;ITALIA;039 6852227;studioandreoni@andreonivittorio.com;;;;ANDREONI;VITTORIO;;;;
STUDIO ARCH DARIO MORLINI;03836040954;VIA MONTE BIANCO 16/1;MONZA;20900;MB;ITALIA;039-731292;studiotecnico@dariomorlini.191.it;71.11;Attività degli studi di architettura;;MORLINI;DARIO;;;28-03-2019;28-04-2020
STUDIO ARCHITETTO MARCO LISSONI;3245870963;VIA LAZZARETTO 34;CONCOREZZO;20863;MB;ITALIA;3356711652;lissoni@studiolissoni.it;;;;LISSONI;MARCO;;;11-01-2018;11-01-2019
STUDIO ARIZZI LUCIA;1345678912;VIA MONTE GRAPPA, 30;MONZA;20900;MB;ITALIA;039.325063;studioarizzi@tiscali.it;;;;ARIZZI;LUCIA;;;08-01-2018;07-01-2019
STUDIO AROSIO;03281620967;VIALE UGO FOSCOLO,33 - MONZA;MONZA;20900;MB;ITALIA;039-2264203;info@arosioarchitetti.com;;;;ELENA AROSIO;;;;;
STUDIO ASS.TO TURRINI E BRANCADORO;02778510962;VIA ISONZO 24;MONZA;20900;MB;ITALIA;0392848070;info@studiotb.it;;;;BRANCADORO;DANIELA;;;;
STUDIO ASSOCIATO MEAGO ZANZOTTERA;07704320964;VIA VOLTURNO 5 MONZA;MONZA;20900;MB;ITALIA;039-2916625;paolo@meagozanzottera.it;;;;MEAGO;PAOLO;;;07-06-2021;07-06-2022
STUDIO ASSOCIATO MEAGO ZANZOTTERA;07704320964;VIA VOLTURNO 5 MONZA;MONZA;20900;MB;ITALIA;039-2916625;paolo@meagozanzottera.it;;;;MEAGO;PAOLO;;;07-06-2021;07-06-2022
STUDIO ASSOCIATO STUCCHI & BITTO;03154970960;VIA AMILCARE PONCHIELLI,10;BELLUSCO;20882;MB;ITALIA;;michela.frezza@studiostucchi.it;69.20.11;Servizi forniti da dottori commercialisti;;;;;;;
STUDIO ATHENA DI FALCO GIULIO;07904620965;VIA MATTEO DA CAMPIONE 9;MONZA;20900;MB;ITALIA;0392328113;info@studioathena.biz;;;;FALCO;GIULIO;;;;
STUDIO AVVOCATO CRISTINA TOMBA;01234567189;VIA LIBERTA, 150;CONCOREZZO;20863;MB;ITALIA;0396041771;cristina.tomba@avvtomba.it;;;;TOMBA;CRISTINA;;;23-05-2019;23-05-2020
STUDIO BERETTA &CO SRL;6729220969;VIA E. TOTI 14;MONZA;20052;MI;ITALIA;039367337;;;;;DAPRI;TOMMASO;;;;
STUDIO BERETTA SRL UNIPERSONALE;07202900960;VIA MANZONI,42;MONZA;20900;MB;ITALIA;039-325503;info@studio-beretta.it;;;;AMATORI;ANGELA;;;16-05-2016;30-09-2016
STUDIO BIELLA;2554220968;VIA MANTEGAZZA,10;LISSONE;20851;MB;ITALIA;393900717;biellasilvia@libero.it;;;;BIELLA;SILVIA MARIA;;;;
STUDIO BRAMBILLA;00037660966;VIA NINO BIXIO,1 - MONZA;MONZA;20900;MB;ITALIA;039-384041;info@studiobrambillafabio.it;;;;FABIO BRAMBILLA;;;;28-01-2017;28-01-2018
STUDIO C.S.R. SRL;08393280964;VIA MANTEGNA,97;ARCORE;20862;MB;ITALIA;;carlo.rovelli@studiocsr.com;63.11.11;Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf);;SALA;CARLO;;;08-01-2018;08-01-2019
